departamento;provincia;distrito;ubigeo;capital_legal;categoría;altitud;población;latitud;longitud
Moquegua;General Sánchez Cerro;Lloque;180206;Lloque;Pueblo;3324.6;352;-16.32388889;-70.73861111
Moquegua;General Sánchez Cerro;Matalaque;180207;Matalaque;Pueblo;2577.1;295;-16.48111111;-70.82666667
Moquegua;General Sánchez Cerro;Puquina;180208;Puquina;Villa;3091.7;2339;-16.62527778;-71.18388889
Moquegua;General Sánchez Cerro;Quinistaquillas;180209;Quinistaquillas;Pueblo;1789.2;365;-16.74888889;-70.88027778
Moquegua;General Sánchez Cerro;Ubinas;180210;Ubinas;Pueblo;3394.8;1186;-16.38666667;-70.85555556
Moquegua;General Sánchez Cerro;Yunga;180211;Yunga;Pueblo;3618.8;657;-16.195;-70.67777778
Moquegua;Ilo;Ilo;180301;Ilo;Ciudad;33.352;72975;-17.625;-71.34333333
Moquegua;Ilo;El Algarrobal;180302;El Algarrobal;Pueblo;136.42;12014;-17.62277778;-71.26833333
Moquegua;Ilo;Pacocha;180303;Pueblo Nuevo;Pueblo;76.761;4467;-17.61083333;-71.34027778
Pasco;Pasco;Chaupimarca;190101;Cerro de Pasco;Ciudad;4373.3;25420;-10.6825;-76.25694444
Pasco;Pasco;Huachón;190102;Huachón;Pueblo;3399.6;4471;-10.63638889;-75.95111111
Pasco;Pasco;Huariaca;190103;Huariaca;Ciudad;2985.9;6360;-10.43916667;-76.19166667
Pasco;Pasco;Huayllay;190104;Huayllay;Pueblo;4341.2;8762;-11.00194444;-76.36472222
Pasco;Pasco;Ninacaca;190105;Ninacaca;Pueblo;4172.0;4157;-10.85555556;-76.11305556
Pasco;Pasco;Pallanchacra;190106;Pallanchacra;Pueblo;3125.7;1048;-10.41527778;-76.23555556
Pasco;Pasco;Paucartambo;190107;Paucartambo;Pueblo;2953.9;6536;-10.77444444;-75.81333333
Pasco;Pasco;San Francisco de Asís de Yarusyacán;190108;Yarusyacán;Pueblo;3785.2;2503;-10.49;-76.19611111
Pasco;Pasco;Simón Bolívar;190109;San Antonio de Rancas;Pueblo;4233.9;11977;-10.68916667;-76.31638889
Pasco;Pasco;Ticlacayan;190110;Ticlacayan;Villa;3542.5;1778;-10.535;-76.16416667
Pasco;Pasco;Tinyahuarco;190111;Tinyahuarco (Smelter);Villa;4280.6;7582;-10.76972222;-76.27694444
Pasco;Pasco;Vicco;190112;Vicco;Pueblo;4127.7;4156;-10.83833333;-76.23833333
Pasco;Pasco;Yanacancha;190113;Yanacancha;Pueblo;4393.5;30833;-10.66333333;-76.25305556
Pasco;Daniel Alcides Carrión;Yanahuanca;190201;Yanahuanca;Ciudad;3203.2;9922;-10.49138889;-76.51638889
Pasco;Daniel Alcides Carrión;Chacayan;190202;Chacayan;Pueblo;3385.3;1285;-10.43444444;-76.43722222
Pasco;Daniel Alcides Carrión;Goyllarisquizga;190203;Goyllarisquizga;Pueblo;4202.2;1109;-10.47305556;-76.40833333
Pasco;Daniel Alcides Carrión;Paucar;190204;Paucar;Pueblo;3381.3;1532;-10.37111111;-76.44333333
Pasco;Daniel Alcides Carrión;San Pedro de Pillao;190205;San Pedro de Pillao;Pueblo;3648.0;1195;-10.43888889;-76.49527778
Pasco;Daniel Alcides Carrión;Santa Ana de Tusi;190206;Santa Ana de Tusi;Pueblo;3785.9;25017;-10.4725;-76.35361111
Pasco;Daniel Alcides Carrión;Tapuc;190207;Tapuc;Villa;3712.7;1633;-10.45472222;-76.4625
Pasco;Daniel Alcides Carrión;Vilcabamba;190208;Vilcabamba;Villa;3459.0;2114;-10.47861111;-76.44694444
Pasco;Oxapampa;Oxapampa;190301;Oxapampa;Ciudad;1832.4;18061;-10.575;-75.40472222
Pasco;Oxapampa;Chontabamba;190302;Chontabamba;Pueblo;1849.4;7111;-10.60222222;-75.43888889
Pasco;Oxapampa;Huancabamba;190303;Huancabamba;Pueblo;1769.1;7240;-10.42611111;-75.52388889
Pasco;Oxapampa;Palcazu;190304;Iscozacin;Pueblo;301.8;7650;-10.18416667;-75.14805556
Pasco;Oxapampa;Pozuzo;190305;Pozuzo;Villa;749.6;3600;-10.07111111;-75.55027778
Pasco;Oxapampa;Puerto Bermúdez;190306;Puerto Bermúdez;Pueblo;281.3;23240;-10.29916667;-74.93722222
Pasco;Oxapampa;Villa Rica;190307;Villa Rica;Ciudad;1551.0;18278;-10.73916667;-75.27583333
Pasco;Oxapampa;Constitución;190308;Constitución;Villa;246.5;18784;-9.85638889;-75.01694444
Piura;Piura;Piura;200101;Piura;Ciudad;56.8;194198;-5.1525;-80.65777778
Piura;Piura;Castilla;200104;Castilla;Villa;35.376;205967;-5.20138889;-80.62277778
Piura;Piura;Catacaos;200105;Catacaos;Ciudad;35.2;84928;-5.26722222;-80.6725
Piura;Piura;Cura Mori;200107;Cucungara;Pueblo;35.1;20806;-5.32361111;-80.66555556
Piura;Piura;El Tallán;200108;Sinchao;Pueblo;21.4;5670;-5.40916667;-80.68111111
Piura;Piura;La Arena;200109;La Arena;Villa;32.5;42909;-5.34305556;-80.70361111
Piura;Piura;La Unión;200110;La Unión;Villa;26.979;46764;-5.38833333;-80.73722222
Piura;Piura;Las Lomas;200111;Las Lomas;Villa;256.7;29538;-4.65;-80.23916667
Piura;Piura;Tambo Grande;200114;Tambo Grande;Villa;76.48;132980;-4.92805556;-80.33722222
Piura;Piura;Veintiséis de Octubre;200115;San Martín;Ciudad;52.72;210015;-5.17916667;-80.67805556
Piura;Ayabaca;Ayabaca;200201;Ayabaca;Ciudad;2735.0;31040;-4.64055556;-79.71527778
Piura;Ayabaca;Frías;200202;Frías;Pueblo;1702.9;20914;-4.93166667;-79.9475
Piura;Ayabaca;Jilili;200203;Jilili;Pueblo;1311.0;2591;-4.58472222;-79.79722222
Piura;Ayabaca;Lagunas;200204;Lagunas;Pueblo;2219.4;5567;-4.78916667;-79.845
Piura;Ayabaca;Montero;200205;Montero;Pueblo;1058.0;6416;-4.63222222;-79.82888889
Piura;Ayabaca;Pacaipampa;200206;Pacaipampa;Pueblo;1979.8;22870;-4.99555556;-79.66777778
Piura;Ayabaca;Paimas;200207;Paimas;Pueblo;597.5;10768;-4.6275;-79.94555556
Piura;Ayabaca;Sapillica;200208;Sapillica;Pueblo;1464.2;10957;-4.77916667;-79.98222222
Piura;Ayabaca;Sicchez;200209;Sicchez;Pueblo;1451.8;1455;-4.57;-79.76388889
Piura;Ayabaca;Suyo;200210;Suyo;Pueblo;417.1;12125;-4.51277778;-80.0025
Piura;Huancabamba;Huancabamba;200301;Huancabamba;Ciudad;1955.2;29268;-5.23861111;-79.45027778
Piura;Huancabamba;Canchaque;200302;Canchaque;Pueblo;1152.3;7175;-5.37583333;-79.60555556
Piura;Huancabamba;El Carmen de La Frontera;200303;Sapalache;Pueblo;2472.1;11500;-5.14833333;-79.42833333
Piura;Huancabamba;Huarmaca;200304;Huarmaca;Villa;2187.6;36849;-5.56805556;-79.52444444
Piura;Huancabamba;Lalaquiz;200305;Tunal;Pueblo;972.0;3873;-5.21583333;-79.68
Piura;Huancabamba;San Miguel de El Faique;200306;San Miguel de El Faique;Pueblo;1258.5;9543;-5.40194444;-79.60611111
Piura;Huancabamba;Sondor;200307;Sondor;Pueblo;2002.8;7091;-5.31555556;-79.40972222
Piura;Huancabamba;Sondorillo;200308;Sondorillo;Pueblo;1885.9;11471;-5.33944444;-79.42861111
Piura;Morropón;Chulucanas;200401;Chulucanas;Ciudad;134.85;93041;-5.09722222;-80.16027778
Piura;Morropón;Buenos Aires;200402;Buenos Aires;Pueblo;154.1;10747;-5.26694444;-79.96694444
Piura;Morropón;Chalaco;200403;Chalaco;Villa;2260.9;7048;-5.04111111;-79.79555556
Piura;Morropón;La Matanza;200404;La Matanza;Villa;126.0;15843;-5.21361111;-80.09055556
Piura;Morropón;Morropón;200405;Morropón;Villa;151.1;16724;-5.18611111;-79.96916667
Piura;Morropón;Salitral;200406;Salitral;Pueblo;174.9;9321;-5.34194444;-79.83361111
Piura;Morropón;San Juan de Bigote;200407;Bigote;Pueblo;200.6;6619;-5.31944444;-79.78611111
Piura;Morropón;Santa Catalina de Mossa;200408;Paltashaco;Pueblo;881.4;3633;-5.10277778;-79.885
Piura;Morropón;Santo Domingo;200409;Santo Domingo;Villa;1489.6;5309;-5.02944444;-79.87583333
Piura;Morropón;Yamango;200410;Yamango;Pueblo;1191.8;8300;-5.18083333;-79.75111111
Piura;Paita;Paita;200501;Paita;Ciudad;71.1;113706;-5.09305556;-81.09944444
Piura;Paita;Amotape;200502;Amotape;Villa;22.9;2611;-4.88194444;-81.01527778
Piura;Paita;Arenal;200503;Arenal;Pueblo;36.6;1287;-4.88361111;-81.02638889
Piura;Paita;Colan;200504;San Lucas (Pueblo Nuevo de Colan);Pueblo;24.6;17972;-4.90055556;-81.05638889
Piura;Paita;La Huaca;200505;La Huaca;Villa;33.2;14980;-4.91027778;-80.96138889
Piura;Paita;Tamarindo;200506;Tamarindo;Pueblo;33.4;5666;-4.87833333;-80.97583333
Piura;Paita;Vichayal;200507;San Felipe de Vichayal;Pueblo;27.0;6566;-4.86416667;-81.07305556
Piura;Sullana;Sullana;200601;Sullana;Ciudad;76.2;198198;-4.89055556;-80.68777778
Piura;Sullana;Bellavista;200602;Bellavista;Pueblo;76.6;39761;-4.89;-80.68027778
Piura;Sullana;Ignacio Escudero;200603;San Jacinto;Pueblo;38.7;22714;-4.84611111;-80.87305556
Piura;Sullana;Lancones;200604;Lancones;Pueblo;156.3;13395;-4.63277778;-80.54555556
Piura;Sullana;Marcavelica;200605;Marcavelica;Pueblo;52.9;33956;-4.88166667;-80.70361111
Piura;Sullana;Miguel Checa;200606;Sojo;Pueblo;62.3;10965;-4.90027778;-80.81472222
Piura;Sullana;Querecotillo;200607;Querecotillo;Villa;65.5;29150;-4.83916667;-80.64833333
Piura;Sullana;Salitral;200608;Salitral;Pueblo;64.7;8093;-4.85694444;-80.68083333
Piura;Talara;Pariñas;200701;Talara;Pueblo;23.11;109593;-4.57944444;-81.26944444
Piura;Talara;El Alto;200702;El Alto;Pueblo;276.0;9467;-4.26861111;-81.22138889
Piura;Talara;La Brea;200703;Negritos;Pueblo;7.6;13420;-4.65472222;-81.30583333
Piura;Talara;Lobitos;200704;Lobitos;Pueblo;30.8;1367;-4.45694444;-81.285
Piura;Talara;Los Órganos;200705;Los Órganos;Ciudad;6.8;12186;-4.17916667;-81.12944444
Piura;Talara;Máncora;200706;Máncora;Pueblo;7.7;15088;-4.10694444;-81.05388889
Piura;Sechura;Sechura;200801;Sechura;Ciudad;12.3;58157;-5.55722222;-80.82222222
Piura;Sechura;Bellavista de La Unión;200802;Bellavista;Pueblo;22.9;5702;-5.44027778;-80.755
Piura;Sechura;Bernal;200803;Bernal;Villa;21.8;8325;-5.45888889;-80.74194444
Piura;Sechura;Cristo Nos Valga;200804;San Cristo;Pueblo;24.8;5577;-5.49305556;-80.74111111
Piura;Sechura;Vice;200805;Vice;Villa;22.6;19717;-5.42222222;-80.77638889
Piura;Sechura;Rinconada Llicuar;200806;Dos Pueblos;Pueblo;25.5;3258;-5.46361111;-80.76527778
Puno;Puno;Puno;210101;Puno;Ciudad;3847.6;140967;-15.84027778;-70.02805556
Puno;Puno;Acora;210102;Acora;Villa;3848.0;19579;-15.97361111;-69.79777778
Puno;Puno;Amantani;210103;Amantani;Pueblo;3870.8;2851;-15.65722222;-69.71833333
Puno;Puno;Atuncolla;210104;Atuncolla;Pueblo;3844.0;4100;-15.68833333;-70.14388889
Puno;Puno;Capachica;210105;Capachica;Pueblo;3871.9;5398;-15.64166667;-69.83083333
Puno;Puno;Chucuito;210106;Chucuito;Pueblo;3892.5;6506;-15.89472222;-69.88944444
Puno;Puno;Coata;210107;Coata;Pueblo;3838.6;6083;-15.57138889;-69.95055556
Puno;Puno;Huata;210108;Huata;Pueblo;3863.3;2008;-15.615;-69.97138889
Puno;Puno;Mañazo;210109;Mañazo;Pueblo;3948.5;4805;-15.80111111;-70.34333333
Puno;Puno;Paucarcolla;210110;Paucarcolla;Pueblo;3863.7;3792;-15.74555556;-70.05611111
Puno;Puno;Pichacani;210111;Laraqueri;Pueblo;3962.0;5954;-16.15;-70.06333333
Puno;Puno;Platería;210112;Platería;Villa;3834.6;6350;-15.94833333;-69.83333333
Puno;Puno;San Antonio;210113;San Antonio de Esquilache;Pueblo;4330.4;2491;-16.14055556;-70.34388889
Puno;Puno;Tiquillaca;210114;Tiquillaca;Pueblo;3911.5;1336;-15.79694444;-70.18666667
Puno;Puno;Vilque;210115;Vilque;Pueblo;3878.4;2667;-15.76666667;-70.25888889
Puno;Azángaro;Azángaro;210201;Azángaro;Ciudad;3877.9;32909;-14.90805556;-70.19555556
Puno;Azángaro;Achaya;210202;Achaya;Pueblo;3867.9;2434;-15.28472222;-70.16111111
Puno;Azángaro;Arapa;210203;Arapa;Pueblo;3845.5;6702;-15.13888889;-70.11
Puno;Azángaro;Asillo;210204;Asillo;Villa;3926.5;13486;-14.78638889;-70.35361111
Puno;Azángaro;Caminaca;210205;Caminaca;Pueblo;3857.4;2730;-15.32472222;-70.07277778
Puno;Azángaro;Chupa;210206;Chupa;Pueblo;3847.2;3948;-15.10583333;-69.98722222
Puno;Azángaro;José Domingo Choquehuanca;210207;Estación de Pucara;Pueblo;3887.0;4641;-15.03388889;-70.33805556
Puno;Azángaro;Muñani;210208;Muñani;Pueblo;3924.8;6647;-14.77083333;-69.95555556
Puno;Azángaro;Potoni;210209;Potoni;Pueblo;4133.1;2773;-14.39;-70.105
Puno;Azángaro;Saman;210210;Saman;Pueblo;3836.4;7381;-15.29194444;-70.01722222
Puno;Azángaro;San Antón;210211;San Antón;Pueblo;3971.1;6791;-14.58388889;-70.31722222
Puno;Azángaro;San José;210212;San José;Pueblo;4093.9;4590;-14.68027778;-70.16
Puno;Azángaro;San Juan de Salinas;210213;San Juan de Salinas;Pueblo;3840.7;2531;-14.99138889;-70.10611111
Puno;Azángaro;Santiago de Pupuja;210214;Santiago de Pupuja;Pueblo;3933.3;4111;-15.05277778;-70.27805556
Puno;Azángaro;Tirapata;210215;Tirapata;Pueblo;3903.1;2924;-14.955;-70.40277778
Puno;Carabaya;Macusani;210301;Macusani;Pueblo;4310.9;15035;-14.06861111;-70.43111111
Puno;Carabaya;Ajoyani;210302;Ajoyani;Pueblo;4271.8;2668;-14.22944444;-70.22361111
Puno;Carabaya;Ayapata;210303;Ayapata;Pueblo;3481.1;9559;-13.77666667;-70.32277778
Puno;Carabaya;Coasa;210304;Coasa;Pueblo;3767.9;4387;-13.98916667;-70.01583333
Puno;Carabaya;Corani;210305;Corani;Pueblo;4039.2;5125;-13.86861111;-70.60444444
Puno;Carabaya;Crucero;210306;Crucero;Pueblo;4146.3;10655;-14.36166667;-70.02361111
Puno;Carabaya;Ituata;210307;Ituata;Pueblo;3787.4;9451;-13.87638889;-70.21388889
Puno;Carabaya;Ollachea;210308;Ollachea;Pueblo;2746.1;7112;-13.79388889;-70.4725
Puno;Carabaya;San Gabán;210309;Lanlacuni Bajo;Pueblo;641.1;9552;-13.43833333;-70.40277778
Puno;Carabaya;Usicayos;210310;Usicayos;Pueblo;3780.9;7060;-14.12527778;-69.9675
Puno;Chucuito;Juli;210401;Juli;Ciudad;3877.6;19931;-16.21277778;-69.45944444
Puno;Chucuito;Desaguadero;210402;Desaguadero;Pueblo;3848.9;11554;-16.56444444;-69.03944444
Puno;Chucuito;Huacullani;210403;Huacullani;Pueblo;3945.4;7223;-16.63055556;-69.32194444
Puno;Chucuito;Kelluyo;210404;Kelluyo;Pueblo;3857.6;4458;-16.72694444;-69.25027778
Puno;Chucuito;Pisacoma;210405;Pisacoma;Pueblo;3932.4;7190;-16.90861111;-69.37138889
Puno;Chucuito;Pomata;210406;Pomata;Pueblo;3877.5;13228;-16.27361111;-69.29277778
Puno;Chucuito;Zepita;210407;Zepita;Pueblo;3836.4;17133;-16.49694444;-69.10333333
Puno;El Collao;Ilave;210501;Ilave;Ciudad;3907.2;46289;-16.08694444;-69.63805556
Puno;El Collao;Capazo;210502;Capazo;Pueblo;4401.9;909;-17.18388889;-69.74444444
Puno;El Collao;Pilcuyo;210503;Pilcuyo;Pueblo;3841.0;9679;-16.11083333;-69.55416667
Puno;El Collao;Santa Rosa;210504;Mazo Cruz;Pueblo;3980.6;2432;-16.74222222;-69.71666667
Puno;El Collao;Conduriri;210505;Conduriri;Pueblo;3969.3;1920;-16.62194444;-69.70861111
Puno;Huancané;Huancané;210601;Huancané;Pueblo;3865.6;18129;-15.20083333;-69.76777778
Puno;Huancané;Cojata;210602;Cojata;Pueblo;4354.0;3845;-15.01527778;-69.36555556
Puno;Huancané;Huatasani;210603;Huatasani;Pueblo;3849.1;2785;-15.05944444;-69.80194444
Puno;Huancané;Inchupalla;210604;Inchupalla;Pueblo;3930.1;2266;-15.00972222;-69.68277778
Puno;Huancané;Pusi;210605;Pusi;Pueblo;3850.8;4583;-15.44194444;-69.92972222
Puno;Huancané;Rosaspata;210606;Rosaspata;Pueblo;3891.3;3507;-15.23472222;-69.5275
Puno;Huancané;Taraco;210607;Taraco;Pueblo;3847.9;12998;-15.29722222;-69.97833333
Puno;Huancané;Vilque Chico;210608;Vilque Chico;Pueblo;3851.4;6754;-15.21388889;-69.68916667
Puno;Lampa;Lampa;210701;Lampa;Ciudad;3881.4;11560;-15.36472222;-70.36777778
Puno;Lampa;Cabanilla;210702;Cabanilla;Pueblo;3889.5;6023;-15.62027778;-70.34555556
Puno;Lampa;Calapuja;210703;Calapuja;Pueblo;3851.3;1858;-15.31055556;-70.22166667
Puno;Lampa;Nicasio;210704;Nicasio;Pueblo;3868.1;2123;-15.23555556;-70.26111111
Puno;Lampa;Ocuviri;210705;Ocuviri;Pueblo;4227.3;2112;-15.11388889;-70.90916667
Puno;Lampa;Palca;210706;Palca;Pueblo;4082.1;1276;-15.23694444;-70.59805556
Puno;Lampa;Paratia;210707;Paratia;Pueblo;4351.9;1752;-15.45416667;-70.59972222
Puno;Lampa;Pucará;210708;Pucará;Villa;3894.0;4855;-15.04166667;-70.36777778
Puno;Lampa;Santa Lucía;210709;Santa Lucía;Pueblo;4052.5;6997;-15.69944444;-70.60638889
Puno;Lampa;Vilavila;210710;Vilavila;Pueblo;4316.0;844;-15.18833333;-70.66
Puno;Melgar;Ayaviri;210801;Ayaviri;Ciudad;3936.6;26562;-14.88166667;-70.58944444
Puno;Melgar;Antauta;210802;Antauta;Pueblo;4152.3;5974;-14.29972222;-70.29222222
Puno;Melgar;Cupi;210803;Cupi;Pueblo;3984.3;1780;-14.905;-70.86666667
Puno;Melgar;Llalli;210804;Llalli;Pueblo;3998.4;2019;-14.94805556;-70.88055556
Puno;Melgar;Macari;210805;Macari;Pueblo;3979.1;6780;-14.77166667;-70.90333333
Puno;Melgar;Nuñoa;210806;Nuñoa;Pueblo;4037.8;7192;-14.47611111;-70.63638889
Puno;Melgar;Orurillo;210807;Orurillo;Villa;3915.1;6431;-14.72777778;-70.51222222
Puno;Melgar;Santa Rosa;210808;Santa Rosa;Villa;4010.0;5972;-14.6075;-70.78777778
Puno;Melgar;Umachiri;210809;Umachiri;Pueblo;3943.0;3727;-14.85388889;-70.75388889
Puno;Moho;Moho;210901;Moho;Villa;3902.4;9538;-15.36027778;-69.49972222
Puno;Moho;Conima;210902;Conima;Pueblo;3862.1;3208;-15.45777778;-69.43777778
Puno;Moho;Huayrapata;210903;Huayrapata;Pueblo;3911.6;2118;-15.32138889;-69.34111111
Puno;Moho;Tilali;210904;Tilali;Pueblo;3842.7;2409;-15.515;-69.34805556
Puno;San Antonio de Putina;Putina;211001;Putina;Ciudad;3877.6;12133;-14.91416667;-69.86888889
Puno;San Antonio de Putina;Ananea;211002;Ananea;Pueblo;4705.4;9432;-14.67861111;-69.535
Puno;San Antonio de Putina;Pedro Vilca Apaza;211003;Ayrampuni;Pueblo;3873.0;1751;-15.06361111;-69.88166667
Puno;San Antonio de Putina;Quilcapuncu;211004;Quilcapuncu;Pueblo;3927.7;5626;-14.89361111;-69.73027778
Puno;San Antonio de Putina;Sina;211005;Sina;Pueblo;3181.4;1957;-14.49666667;-69.28027778
Puno;San Román;Juliaca;211101;Juliaca;Ciudad;3876.9;264040;-15.48388889;-70.13333333
Puno;San Román;Cabana;211102;Cabana;Pueblo;3911.6;5668;-15.64916667;-70.32194444
Puno;San Román;Cabanillas;211103;Deustua;Pueblo;3893.7;3877;-15.64444444;-70.35388889
Puno;San Román;Caracoto;211104;Caracoto;Pueblo;3844.2;7702;-15.5675;-70.1025
Puno;San Román;San Miguel;211105;San Miguel;Pueblo;3874.8;79521;-15.46027778;-70.12694444
Puno;Sandia;Sandia;211201;Sandia;Ciudad;2206.4;11013;-14.32222222;-69.46638889
Puno;Sandia;Cuyocuyo;211202;Cuyocuyo;Pueblo;3424.9;5566;-14.47027778;-69.53722222
Puno;Sandia;Limbani;211203;Limbani;Pueblo;3332.7;2872;-14.14972222;-69.69055556
Puno;Sandia;Patambuco;211204;Patambuco;Pueblo;3650.4;4005;-14.36166667;-69.61944444
Puno;Sandia;Phara;211205;Phara;Pueblo;3484.7;6485;-14.15194444;-69.66527778
Puno;Sandia;Quiaca;211206;Quiaca;Pueblo;2969.6;2259;-14.42222222;-69.345
Puno;Sandia;San Juan del Oro;211207;San Juan del Oro;Pueblo;1307.5;2173;-14.22083333;-69.15361111
Puno;Sandia;Yanahuaya;211208;Yanahuaya;Pueblo;1419.4;1902;-14.25861111;-69.16944444
Puno;Sandia;Alto Inambari;211209;Massiapo;Pueblo;1351.9;7138;-14.09;-69.24333333
Puno;Sandia;San Pedro de Putina Punco;211210;Putina Punco;Villa;948.0;9608;-14.1125;-69.04777778
Puno;Yunguyo;Yunguyo;211301;Yunguyo;Ciudad;3850.4;23823;-16.22666667;-69.09555556
Puno;Yunguyo;Anapia;211302;Anapia;Pueblo;3863.6;1596;-16.31388889;-68.85277778
Puno;Yunguyo;Copani;211303;Copani;Pueblo;3864.1;4834;-16.4;-69.04027778
Puno;Yunguyo;Cuturapi;211304;San Juan de Cuturapi;Pueblo;3861.0;1283;-16.27055556;-69.17694444
Puno;Yunguyo;Ollaraya;211305;San Miguel de Ollaraya;Pueblo;3852.0;2082;-16.21972222;-68.99111111
Puno;Yunguyo;Tinicachi;211306;Tinicachi;Pueblo;3853.4;725;-16.19861111;-68.96166667
Puno;Yunguyo;Unicachi;211307;Marcaja;Pueblo;3827.4;553;-16.22361111;-68.98111111
San Martín;Moyobamba;Moyobamba;220101;Moyobamba;Ciudad;894.75;91526;-6.03472222;-76.97416667
San Martín;Moyobamba;Calzada;220102;Calzada;Villa;856.0;4964;-6.03027778;-77.06666667
San Martín;Moyobamba;Habana;220103;Habana;Pueblo;850.1;1635;-6.07972222;-77.09138889
San Martín;Moyobamba;Jepelacio;220104;Jepelacio;Pueblo;1066.5;14811;-6.10805556;-76.91527778
San Martín;Moyobamba;Soritor;220105;Soritor;Villa;904.27;22515;-6.13944444;-77.1025
San Martín;Moyobamba;Yantalo;220106;Yantalo;Pueblo;862.3;2961;-5.97444444;-77.02083333
San Martín;Bellavista;Bellavista;220201;Bellavista;Villa;329.6;20018;-7.05222222;-76.58972222
San Martín;Bellavista;Alto Biavo;220202;Cuzco;Pueblo;253.3;10818;-7.25583333;-76.47666667
San Martín;Bellavista;Bajo Biavo;220203;Nuevo Lima;Pueblo;255.6;16068;-7.10166667;-76.47194444
San Martín;Bellavista;Huallaga;220204;Ledoy;Pueblo;267.4;2728;-7.13111111;-76.64861111
San Martín;Bellavista;San Pablo;220205;San Pablo;Pueblo;277.5;8595;-6.80972222;-76.57472222
San Martín;Bellavista;San Rafael;220206;San Rafael;Pueblo;241.7;6457;-7.02305556;-76.46583333
San Martín;El Dorado;San José de Sisa;220301;San José de Sisa;Villa;342.1;18239;-6.61388889;-76.69527778
San Martín;El Dorado;Agua Blanca;220302;Agua Blanca;Pueblo;317.7;2322;-6.72527778;-76.69527778
San Martín;El Dorado;San Martín;220303;San Martín;Pueblo;436.7;14349;-6.51444444;-76.74055556
San Martín;El Dorado;Santa Rosa;220304;Santa Rosa;Pueblo;288.4;7756;-6.74638889;-76.62361111
San Martín;El Dorado;Shatoja;220305;Shatoja;Pueblo;413.2;3426;-6.52833333;-76.72
San Martín;Huallaga;Saposoa;220401;Saposoa;Ciudad;316.5;15747;-6.93666667;-76.77222222
San Martín;Huallaga;Alto Saposoa;220402;Pasarraya;Pueblo;407.9;6359;-6.76472222;-76.81361111
San Martín;Huallaga;El Eslabón;220403;El Eslabón;Pueblo;292.8;1690;-7.02166667;-76.72333333
San Martín;Huallaga;Piscoyacu;220404;Piscoyacu;Pueblo;309.6;5112;-6.98111111;-76.76944444
San Martín;Huallaga;Sacanche;220405;Sacanche;Pueblo;269.1;2173;-7.07;-76.71361111
San Martín;Huallaga;Tingo de Saposoa;220406;Tingo de Saposoa;Pueblo;258.5;846;-7.09194444;-76.64138889
San Martín;Lamas;Lamas;220501;Lamas;Ciudad;764.0;16081;-6.42388889;-76.52333333
San Martín;Lamas;Alonso de Alvarado;220502;Roque;Pueblo;1089.5;14179;-6.35583333;-76.77527778
San Martín;Lamas;Barranquita;220503;Barranquita;Pueblo;172.7;8280;-6.25222222;-76.03333333
San Martín;Lamas;Caynarachi;220504;Pongo de Caynarachi;Pueblo;193.3;11828;-6.33083333;-76.28416667
San Martín;Lamas;Cuñumbuqui;220505;Cuñumbuqui;Pueblo;248.0;2584;-6.51055556;-76.48166667
San Martín;Lamas;Pinto Recodo;220506;Pinto Recodo;Pueblo;276.2;8887;-6.37916667;-76.60444444
San Martín;Lamas;Rumisapa;220507;Rumisapa;Pueblo;328.0;4132;-6.44888889;-76.47166667
San Martín;Lamas;San Roque de Cumbaza;220508;San Roque de Cumbaza;Pueblo;610.9;1774;-6.38555556;-76.43861111
San Martín;Lamas;Shanao;220509;Shanao;Pueblo;259.7;1632;-6.41166667;-76.59416667
San Martín;Lamas;Tabalosos;220510;Tabalosos;Pueblo;597.0;15127;-6.38944444;-76.63416667
San Martín;Lamas;Zapatero;220511;Zapatero;Villa;298.5;6086;-6.52972222;-76.49416667
San Martín;Mariscal Cáceres;Juanjuí;220601;Juanjuí;Ciudad;299.07;36637;-7.17666667;-76.72388889
San Martín;Mariscal Cáceres;Campanilla;220602;Campanilla;Pueblo;317.6;21348;-7.48305556;-76.64972222
San Martín;Mariscal Cáceres;Huicungo;220603;Huicungo;Pueblo;308.4;10724;-7.31694444;-76.77722222
San Martín;Mariscal Cáceres;Pachiza;220604;Pachiza;Pueblo;294.6;7741;-7.29805556;-76.77333333
San Martín;Mariscal Cáceres;Pajarillo;220605;Pajarillo;Pueblo;285.9;6087;-7.17666667;-76.68861111
San Martín;Picota;Picota;220701;Picota;Villa;227.7;12487;-6.92;-76.33027778
San Martín;Picota;Buenos Aires;220702;Buenos Aires;Pueblo;208.7;2993;-6.79166667;-76.32777778
San Martín;Picota;Caspisapa;220703;Caspisapa;Pueblo;238.3;2254;-6.95638889;-76.41861111
San Martín;Picota;Pilluana;220704;Pilluana;Pueblo;217.9;867;-6.77666667;-76.29166667
San Martín;Picota;Pucacaca;220705;Pucacaca;Pueblo;227.7;3062;-6.84888889;-76.34111111
San Martín;Picota;San Cristóbal;220706;Puerto Rico;Pueblo;238.0;1184;-6.99194444;-76.41777778
San Martín;Picota;San Hilarión;220707;San Cristóbal de Sisa;Pueblo;230.4;3541;-7.00388889;-76.43944444
San Martín;Picota;Shamboyacu;220708;Shamboyacu;Pueblo;289.0;11481;-7.02416667;-76.13277778
San Martín;Picota;Tingo de Ponasa;220709;Tingo de Ponasa;Pueblo;244.0;3797;-6.93611111;-76.25388889
